"","num_doss","cluster_tt"
"1360","G1630","2"
"1361","G1631","2"
"1362","G1633","1"
"1363","G1634","1"
"1364","G1635","1"
"1365","G1636","1"
"1366","G1637","1"
"1367","G1638","2"
"1368","G1639","2"
"1369","G1642","2"
"1370","G1643","2"
"1371","G1644","2"
"1372","G1645","1"
"1373","G1646","1"
"1374","G1647","2"
"1375","G1648","2"
"1376","G1649","1"
"1377","G1650","2"
"1378","G1651","1"
"1379","G1652","2"
"1380","G1653","1"
"1381","G1654","1"
"1382","G1655","2"
"1383","G1656","2"
"1384","G1657","2"
"1385","G1658","1"
"1386","G1659","1"
"1387","G1661","1"
"1388","G1662","2"
"1389","G1663","2"
"1390","G1664","2"
"1391","G1665","1"
"1392","G1666","2"
"1393","G1667","1"
"1394","G1668","2"
"1395","G1669","1"
"1396","G1670","2"
"1397","G1671","1"
"1398","G1672","1"
"1399","G1673","1"
"1400","G1674","1"
"1401","G1675","1"
"1402","G1676","2"
"1403","G1677","1"
"1404","G1678","2"
"1405","G1679","1"
"1406","G1680","1"
"1407","G1681","2"
"1408","G1682","1"
"1409","G1685","1"
"1410","G1686","2"
"1411","G1688","2"
"1412","G1689","2"
"1413","G1690","1"
"1414","G1691","2"
"1415","G1692","1"
"1416","G1693","2"
"1417","G1694","2"
"1418","G1695","1"
"1419","G1696","1"
"1420","G1697","2"
"1421","G1698","1"
"1422","G1699","1"
"1423","G1700","2"
"1424","G1701","1"
"1425","G1703","1"
"1426","G1704","1"
"1427","G1705","1"
"1428","G1706","2"
"1429","G1708","1"
"1430","G1709","1"
"1431","G1710","1"
"1432","G1711","1"
"1433","G1712","2"
"1434","G1713","2"
"1435","G1714","2"
"1436","G1715","1"
"1437","G1716","2"
"1438","G1717","1"
"1439","G1718","2"
"1440","G1719","2"
"1441","G1720","2"
"1442","G1721","2"
"1443","G1722","1"
"1444","G1724","2"
"1445","G1725","1"
"1446","G1726","2"
"1447","G1727","2"
"1448","G1728","1"
"1449","G1729","1"
"1450","G1730","2"
"1451","G1731","2"
"1452","G1732","2"
"1453","G1733","2"
"1454","G1734","1"
"1455","G1735","1"
"1456","G1736","2"
"1457","G1738","1"
"1458","G1739","2"
"1459","G1740","2"
"1460","G1741","2"
"1461","G1742","1"
"1462","G1743","2"
"1463","G1744","2"
"1464","G1745","1"
"1465","G1746","1"
"1466","G1747","1"
"1467","G1748","2"
"1468","G1749","2"
"1469","G1750","2"
"1470","G1751","1"
"1471","G1752","1"
"1472","G1753","1"
"1473","G1754","2"
"1474","G1755","1"
"1475","G1756","2"
"1476","G1757","2"
"1477","G1758","1"
"1478","G1759","1"
"1479","G1760","1"
"1480","G1761","1"
"1481","G1762","2"
"1482","G1763","1"
"1483","G1764","2"
"1484","G1765","2"
"1485","G1766","2"
"1486","G1770","1"
"1487","G1771","1"
"1488","G1772","2"
"1489","G1773","2"
"1490","G1774","2"
"1491","G1775","2"
"1492","G1776","1"
"1493","G1777","1"
"1494","G1778","2"
"1495","G1779","2"
"1496","G1780","2"
"1497","G1781","1"
"1498","G1782","2"
"1499","G1783","1"
"1500","G1785","2"
"1501","G1786","2"
"1502","G1787","2"
"1503","G1788","2"
"1504","G1789","2"
"1505","G1790","2"
"1506","G1791","1"
"1507","G1792","2"
"1508","G1793","1"
"1509","G1794","1"
"1510","G1795","2"
"1511","G1796","2"
"1512","G1797","2"
"1513","G1800","1"
"1514","G1801","2"
"1515","G1802","2"
"1516","G1803","2"
"1517","G1804","1"
"1518","G1805","1"
"1519","G1806","2"
"1520","G1807","1"
"1521","G1808","2"
"1522","G1809","1"
"1523","G1811","2"
"1524","G1812","2"
"1525","G1813","2"
"1526","G1815","2"
"1527","G1816","1"
"1528","G1817","1"
"1529","G1818","1"
"1530","G1819","1"
"1531","G1820","1"
"1532","G1821","2"
"1533","G1822","2"
"1534","G1823","2"
"1535","G1825","1"
"1536","G1827","2"
"1537","G1828","2"
"1538","G1829","2"
"1539","G1830","2"
"1540","G1831","1"
"1541","G1833","2"
"1542","G1834","1"
"1543","G1835","1"
"1544","G1836","2"
"1545","G1837","2"
"1546","G1838","1"
"1547","G1839","2"
"1548","G1840","2"
"1549","G1841","2"
"1550","G1842","1"
"1551","G1843","2"
"1552","G1844","2"
"1553","G1845","2"
"1554","G1846","2"
"1555","G1847","2"
"1556","G1848","2"
"1557","G1849","1"
"1558","G1850","1"
"1559","G1851","2"
"1560","G1852","1"
"1561","G1853","1"
"1562","G1854","2"
"1563","G1855","2"
"1564","G1856","2"
"1565","G1857","1"
"1566","G1859","2"
"1567","G1860","1"
"1568","G1861","2"
"1569","G1863","1"
"1570","G1864","1"
"1571","G1865","2"
"1572","G1866","1"
"1573","G1867","1"
"1574","G1868","2"
"1575","G1869","2"
"1576","G1870","2"
"1577","G1871","2"
"1578","G1873","1"
"1579","G1874","1"
"1580","G1875","1"
"1581","G1876","1"
"1582","G1877","2"
"1583","G1878","2"
"1584","G1879","2"
"1585","G1880","2"
"1586","G1881","1"
"1587","G1882","1"
"1588","G1883","1"
"1589","G1884","1"
"1590","G1885","1"
"1591","G1886","2"
"1592","G1887","2"
"1593","G1888","2"
"1594","G1889","2"
"1595","G1890","2"
"1596","G1891","2"
"1597","G1892","2"
"1598","G1893","2"
"1599","G1894","2"
"1600","G1895","1"
"1601","G1898","1"
"1602","G1899","2"
"1603","G1900","2"
"1604","G1901","1"
"1605","G1902","2"
"1606","G1903","1"
"1607","G1904","1"
"1608","G1905","1"
"1609","G1906","2"
"1610","G1907","2"
"1611","G1908","1"
"1612","G1909","1"
"1613","G1910","2"
"1614","G1911","1"
"1615","G1912","2"
"1616","G1913","2"
"1617","G1914","1"
"1618","G1915","1"
"1619","G1916","2"
"1620","G1917","1"
"1621","G1918","2"
"1622","G1919","2"
"1623","G1920","1"
"1624","G1921","1"
"1625","G1922","1"
"1626","G1923","2"
"1627","G1924","1"
"1628","G1925","2"
"1629","G1926","2"
"1630","G1927","2"
"1631","G1928","1"
"1632","G1929","2"
"1633","G1930","2"
"1634","G1931","2"
"1635","G1932","1"
"1636","G1934","1"
"1637","G1936","2"
"1638","G1937","1"
"1639","G1938","1"
"1640","G1939","2"
"1641","G1940","2"
"1642","G1941","2"
"1643","G1942","1"
"1644","G1943","2"
"1645","G1944","2"
"1646","G1945","1"
"1647","G1946","2"
"1648","G1947","1"
"1649","G1948","1"
"1650","G1949","1"
"1651","G1950","2"
"1652","G1951","2"
"1653","G1952","2"
"1654","G1953","2"
"1655","G1954","1"
"1656","G1955","2"
"1657","G1956","2"
"1658","G1957","1"
"1659","G1958","2"
"1660","G1959","2"
"1661","G1960","2"
"1662","G1961","1"
"1663","G1962","2"
"1664","G1963","1"
"1665","G1964","2"
"1666","G1965","2"
"1667","G1966","1"
"1668","G1967","1"
"1669","G1968","1"
"1670","G1969","1"
"1671","G1971","2"
"1672","G1972","1"
"1673","G1973","2"
"1674","G1975","2"
"1675","G1976","2"
"1676","G1977","1"
"1677","G1979","1"
"1678","G1980","1"
"1679","G1982","2"
"1680","G1983","1"
"1681","G1984","1"
"1682","G1985","2"
"1683","G1986","2"
"1684","G1987","2"
"1685","G1988","2"
"1686","G1989","1"
"1687","G1991","2"
"1688","G1992","1"
"1689","G1993","2"
"1690","G1995","1"
"1691","G1996","1"
"1692","G1997","1"
"1693","G1998","1"
"1694","G1999","2"
"1695","G2001","1"
"1696","G2002","2"
"1697","G2003","1"
"1698","G2004","1"
"1699","G2005","2"
"1700","G2006","1"
"1701","G2007","1"
"1702","G2008","1"
"1703","G2009","2"
"1704","G2010","1"
"1705","G2011","2"
"1706","G2012","1"
"1707","G2013","2"
"1708","G2014","1"
"1709","G2015","1"
"1710","G2016","2"
"1711","G2017","2"
"1712","G2018","2"
"1713","G2019","2"
"1714","G2020","1"
"1715","G2021","1"
"1716","G2022","2"
"1717","G2023","1"
"1718","G2024","1"
"1719","G2025","1"
"1720","G2026","2"
"1721","G2027","2"
"1722","G2028","1"
"1723","G2029","2"
"1724","G2030","1"
"1725","G2031","2"
"1726","G2032","2"
"1727","G2033","2"
"1728","G2034","1"
"1729","G2036","1"
"1730","G2038","1"
"1731","G2039","2"
"1732","G2040","2"
"1733","G2041","1"
"1734","G2044","2"
"1735","G2045","2"
"1736","G2046","2"
"1737","G2047","1"
"1738","G2048","1"
"1739","G2049","1"
"1740","G2050","2"
"1741","G2051","2"
"1742","G2052","2"
"1743","G2054","1"
"1744","G2055","2"
"1745","G2056","2"
"1746","G2057","1"
"1747","G2058","2"
"1748","G2059","1"
"1749","G2060","1"
"1750","G2061","2"
"1751","G2062","2"
"1752","G2063","1"
"1753","G2064","2"
"1754","G2065","2"
"1755","G2066","2"
"1756","G2067","1"
"1757","G2068","2"
"1758","G2069","2"
"1759","G2070","2"
"1760","G2071","1"
"1761","G2072","2"
"1762","G2073","1"
"1763","G2075","1"
"1764","G2077","1"
"1765","G2078","1"
"1766","G2079","1"
"1767","G2080","2"
"1768","G2082","2"
"1769","G2084","1"
"1770","G2085","1"
"1771","G2086","2"
"1772","G2087","2"
"1773","G2088","2"
"1774","G2089","1"
"1775","G2090","1"
"1776","G2091","2"
"1777","G2092","2"
"1780","G2094","2"
"1781","G2095","1"
"1782","G2096","2"
"1783","G2097","2"
"1784","G2098","1"
"1785","G2100","1"
"1786","G2101","2"
"1787","G2102","1"
"1788","G2103","2"
"1789","G2104","2"
"1790","G2105","1"
"1791","G2106","1"
"1792","G2107","1"
"1793","G2109","1"
"1794","G2110","2"
"1795","G2111","1"
"1796","G2112","2"
"1797","G2113","1"
"1798","G2114","1"
"1799","G2115","1"
"1800","G2116","2"
"1801","G2117","1"
"1802","G2118","1"
"1803","G2119","2"
"1804","G2120","2"
"1805","G2121","1"
"1806","G2122","1"
"1807","G2124","1"
"1808","G2126","1"
"1809","G2127","1"
"1810","G2128","2"
"1813","G2130","2"
"1814","G2131","1"
"1815","G2132","1"
"1816","G2133","2"
"1817","G2134","1"
"1818","G2135","2"
"1819","G2136","1"
"1820","G2137","2"
"1821","G2138","2"
"1822","G2139","2"
"1823","G2140","1"
"1824","G2141","1"
"1825","G2142","1"
"1826","G2145","1"
"1827","G2146","2"
"1828","G2147","1"
"1829","G2148","2"
"1830","G2150","2"
"1831","G2151","1"
"1832","G2152","2"
"1833","G2153","1"
"1834","G2154","2"
"1837","G2156","2"
"1838","G2157","1"
"1839","G2158","2"
"1840","G2159","2"
"1841","G2160","2"
"1842","G2161","1"
"1843","G2162","2"
"1844","G2163","2"
"1845","G2164","2"
"1846","G2165","1"
"1847","G2166","1"
"1848","G2167","1"
"1849","G2168","1"
"1850","G2169","1"
"1851","G2170","1"
"1852","G2171","1"
"1853","G2172","2"
"1854","G2173","2"
"1855","G2174","1"
"1856","G2175","1"
"1857","G2176","1"
"1858","G2177","1"
"1859","G2178","2"
"1860","G2179","2"
"1861","G2180","1"
"1862","G2181","2"
"1863","G2182","1"
"1864","G2183","1"
"1865","G2184","1"
"1866","G2185","1"
"1867","G2186","2"
"1868","G2187","2"
"1869","G2189","1"
"1870","G2190","2"
"1871","G2191","2"
"1872","G2192","2"
"1873","G2194","2"
"1874","G2195","2"
"1875","G2196","2"
"1876","G2197","1"
"1877","G2198","1"
"1878","G2199","1"
"1879","G2200","1"
"1880","G2201","1"
"1881","G2202","2"
"1882","G2203","2"
"1883","G2204","1"
"1886","G2206","2"
"1887","G2207","2"
"1888","G2208","2"
"1889","G2210","1"
"1890","G2211","1"
"1891","G2212","1"
"1892","G2213","2"
"1893","G2215","2"
"1894","G2216","1"
"1895","G2217","1"
"1896","G2218","1"
"1897","G2220","1"
"1898","G2221","1"
"1899","G2222","2"
"1900","G2223","2"
"1901","G2224","1"
"1902","G2227","1"
"1903","G2228","1"
"1904","G2229","1"
"1907","G2233","1"
"1908","G2234","1"
"1909","G2235","1"
"1910","G2236","1"
"1911","G2237","2"
"1912","G2238","1"
"1913","G2239","2"
"1914","G2240","2"
"1915","G2241","2"
"1916","G2242","1"
"1917","G2243","1"
"1918","G2244","1"
"1919","G2245","1"
"1920","G2246","1"
"1921","G2247","2"
"1922","G2248","2"
"1923","G2249","1"
"1924","G2250","1"
"1925","G2251","2"
"1926","G2252","1"
"1927","G2254","1"
"1928","G2255","1"
"1929","G2256","1"
"1930","G2258","1"
"1931","G2259","2"
"1932","G2260","1"
"1933","G2261","1"
"1934","G2262","1"
"1935","G2263","1"
"1936","G2264","1"
"1937","G2265","2"
"1938","G2266","1"
"1939","G2267","2"
"1940","G2268","1"
"1941","G2269","1"
"1942","G2270","2"
"1943","G2271","2"
"1944","G2272","2"
"1945","G2273","2"
"1946","G2274","2"
"1947","G2275","1"
"1948","G2276","2"
"1949","G2277","1"
"1950","G2278","1"
"1951","G2279","2"
"1952","G2280","2"
"1953","G2281","2"
"1954","G2282","2"
"1955","G2283","1"
"1956","G2285","1"
"1957","G2287","1"
"1958","G2288","2"
"1959","G2289","1"
"1960","G2290","2"
"1961","G2291","2"
"1962","G2292","2"
"1963","G2293","1"
"1964","G2295","2"
"1965","G2296","1"
"1966","G2297","1"
"1967","G2298","1"
"1968","G2301","2"
"1969","G2302","1"
"1970","G2303","2"
"1971","G2304","1"
"1972","G2305","2"
"1973","G2306","2"
"1974","G2307","2"
"1975","G2308","2"
"1976","G2309","1"
"1977","G2310","1"
"1978","G2311","1"
"1979","G2312","1"
"1980","G2315","1"
"1981","G2317","2"
"1982","G2318","1"
"1983","G2319","2"
"1984","G2320","1"
"1985","G2321","1"
"1986","G2322","1"
"1987","G2323","1"
"1988","G2324","1"
"1989","G2325","2"
"1990","G2326","2"
"1991","G2327","1"
"1992","G2328","2"
"1993","G2329","2"
"1994","G2330","2"
"1995","G2331","1"
"1996","G2332","1"
"1997","G2333","1"
"1998","G2334","1"
"1999","G2335","1"
"2000","G2336","1"
"2001","G2337","1"
"2002","G2338","1"
"2003","G2339","1"
"2004","G2340","2"
"2005","G2341","2"
"2006","G2342","2"
"2007","G2344","2"
"2008","G2345","1"
"2009","G2346","1"
"2010","G2347","1"
"2011","G2348","2"
"2012","G2349","1"
"2013","G2350","2"
"2014","G2351","2"
"2015","G2352","1"
"2016","G2353","2"
"2017","G2354","1"
"2018","G2355","1"
"2019","G2356","1"
"2020","G2358","1"
"2021","G2359","1"
"2022","G2360","1"
"2023","G2361","1"
"2024","G2362","1"
"2025","G2363","1"
"2026","G2364","1"
"2027","G2365","1"
"2028","G2366","1"
"2029","G2367","1"
"2030","G2368","1"
"2031","G2369","1"
"2032","G2370","1"
"2033","G2372","1"
"2034","G2374","2"
"2035","G2375","1"
"2036","G2376","1"
"2037","G2378","1"
"2038","G2379","1"
"2039","G2380","1"
"2040","G2381","1"
"2041","G2384","1"
"2042","G2385","1"
"2043","G2386","2"
"2044","G2387","1"
"2045","G2388","2"
"2046","G2389","1"
"2047","G2390","2"
"2048","G2391","2"
"2049","G2392","1"
"2050","G2393","2"
"2051","G2394","1"
"2052","G2395","2"
"2053","G2396","2"
"2054","G2397","1"
"2055","G2398","1"
"2056","G2399","1"
"2057","G2400","1"
"2058","G2402","1"
"2059","G2403","1"
"2060","G2404","1"
"2061","G2405","1"
"2062","G2406","1"
"2063","G2407","1"
"2064","G2409","2"
"2065","G2411","1"
"2066","G2412","2"
"2067","G2417","1"
"2068","G2419","2"
"2069","G2421","1"
"2070","G2423","1"
"2071","G2424","2"
"2072","G2428","2"
"2073","G2430","2"
"2074","G2431","1"
"2075","G2432","1"
"2076","G2433","1"
"2077","G2434","2"
"2078","G2435","1"
"2079","G2436","1"
"2080","G2437","1"
"2081","G2438","1"
"2082","G2439","2"
"2083","G2440","2"
"2084","G2441","1"
"2085","G2442","1"
"2086","G2443","1"
"2087","G2444","1"
"2088","G2445","1"
"2089","G2446","2"
"2090","G2447","1"
"2091","G2448","1"
"2092","G2449","1"
"2093","G2450","1"
"2094","G2451","1"
"2095","G2452","2"
"2096","G2453","1"
"2097","G2454","1"
"2098","G2455","1"
"2099","G2456","2"
"2100","G2457","1"
"2101","G2458","1"
"2102","G2459","1"
"2103","G2460","1"
"2104","G2461","2"
"2105","G2462","1"
"2106","G2463","1"
"2107","G2464","1"
"2108","G2465","1"
"2109","G2466","2"
"2110","G2467","1"
"2111","G2468","1"
"2112","G2469","1"
"2113","G2470","1"
"2114","G2471","2"
"2115","G2472","2"
"2116","G2473","2"
"2117","G2474","2"
"2118","G2475","1"
"2119","G2476","1"
"2120","G2478","1"
"2121","G2479","1"
"2122","G2480","1"
"2123","G2481","1"
"2124","G2482","2"
"2125","G2483","2"
"2126","G2484","1"
"2127","G2485","2"
"2128","G2486","1"
"2129","G2487","2"
"2130","G2488","1"
"2131","G2489","2"
"2132","G2491","2"
"2133","G2492","1"
"2134","G2493","2"
"2135","G2494","1"
"2136","G2496","1"
"2137","G2497","2"
"2138","G2498","1"
"2139","G2499","2"
"2140","G2500","2"
"2141","G2501","1"
"2142","G2502","1"
"2143","G2503","1"
"2144","G2504","2"
"2145","G2505","1"
"2146","G2506","1"
"2147","G2507","2"
"2148","G2508","1"
"2149","G2509","2"
"2150","G2510","1"
"2151","G2511","1"
"2152","G2513","2"
"2153","G2514","1"
"2154","G2515","2"
"2155","G2516","1"
"2156","G2517","1"
"2157","G2519","1"
"2158","G2520","2"
"2159","G2522","1"
"2160","G2523","1"
"2161","G2524","2"
"2162","G2525","2"
"2163","G2526","2"
"2164","G2527","1"
"2165","G2529","1"
"2166","G2530","1"
"2167","G2531","2"
"2168","G2532","2"
"2169","G2533","2"
"2170","G2534","1"
"2171","G2543","1"
"2172","G2551","1"
"2173","G2552","2"
"2174","G2553","2"
"2175","G2555","1"
"2176","G2557","1"
"2177","G2558","2"
"2178","G2559","1"
"2179","G2560","2"
"2180","G2562","1"
"2181","G2563","1"
"2182","G2564","2"
"2183","G2566","1"
"2184","G2568","2"
"2185","G2570","2"
"2186","G2571","1"
"2187","G2572","2"
"2188","G2574","1"
"2189","G2575","1"
"2190","G2576","1"
"2191","G2578","2"
"2192","G2581","1"
"2193","G2582","2"
"2194","G2583","1"
"2195","G2584","1"
"2196","G2585","1"
"2197","G2587","1"
"2198","G2588","1"
"2199","G2589","1"
"2200","G2590","1"
"2201","G2591","1"
"2202","G2592","1"
"2203","G2593","1"
"2204","G2594","1"
"2205","G2595","2"
"2206","G2596","2"
"2207","G2597","1"
"2208","G2598","1"
"2209","G2599","2"
"2210","G2600","2"
"2211","G2601","2"
"2212","G2602","2"
"2213","G2603","1"
"2214","G2604","1"
"2215","G2605","1"
"2216","G2606","2"
"2217","G2607","2"
"2218","G2608","1"
"2219","G2610","2"
"2220","G2612","2"
"2221","G2613","1"
"2222","G2614","1"
"2223","G2616","1"
"2224","G2617","2"
"2225","G2618","1"
"2226","G2619","2"
"2227","G2620","1"
"2228","G2621","1"
"2229","G2622","1"
"2230","G2623","1"
"2231","G2625","1"
"2232","G2626","1"
"2233","G2628","1"
"2234","G2629","1"
"2235","G2630","1"
"2236","G2631","1"
"2237","G2634","1"
"2238","G2635","1"
"2239","G2636","2"
"2240","G2637","1"
"2241","G2638","1"
"2242","G2639","2"
"2243","G2641","1"
"2244","G2642","2"
"2245","G2643","1"
"2246","G2644","1"
"2247","G2647","1"
"2248","G2649","1"
"2249","G2650","1"
"2250","G2651","1"
"2253","G2653","2"
"2254","G2654","1"
"2255","G2655","1"
"2256","G2656","1"
"2257","G2657","1"
"2258","G2658","2"
"2259","G2659","1"
"2260","G2660","1"
"2261","G2661","1"
"2262","G2662","1"
"2263","G2666","2"
"2264","G2667","1"
"2265","G2668","2"
"2266","G2669","1"
"2267","G2670","1"
"2268","G2671","2"
"2269","G2672","1"
"2270","G2675","1"
"2271","M0004","1"
"2272","M0005","2"
"2273","M0006","1"
"2274","M0007","2"
"2275","M0008","2"
"2276","M0009","2"
"2277","M0010","1"
"2278","M0011","2"
"2279","M0013","1"
"2280","M0014","1"
"2281","M0016","1"
"2282","M0017","2"
"2283","M0019","1"
"2284","M0020","2"
"2285","M0022","1"
"2286","M0023","1"
"2287","M0024","1"
"2288","M0026","2"
"2289","M0027","2"
"2290","M0028","1"
"2291","M0029","2"
"2292","M0030","1"
"2293","M0031","1"
"2294","M0032","1"
"2295","M0033","1"
"2296","M0034","1"
"2297","M0035","2"
"2298","M0037","1"
"2299","M0038","2"
"2300","M0039","2"
"2301","M0040","2"
"2302","M0041","2"
"2303","M0042","1"
"2304","M0043","2"
"2305","M0044","2"
"2306","M0045","2"
"2307","M0046","1"
"2308","M0047","2"
"2309","M0049","1"
"2310","M0050","1"
"2311","M0051","2"
"2312","M0052","1"
"2313","M0053","1"
"2314","M0054","2"
"2315","M0056","2"
"2316","M0057","2"
"2317","M0058","2"
"2318","M0059","2"
"2319","M0060","2"
"2320","M0061","1"
"2321","M0062","1"
"2322","M0063","1"
"2323","M0064","2"
"2324","M0065","1"
"2325","M0067","1"
"2326","M0068","2"
"2327","M0069","1"
"2328","M0070","2"
"2329","M0071","2"
"2330","M0072","1"
"2331","M0073","2"
"2332","M0075","2"
"2333","M0076","1"
"2334","M0077","1"
"2335","M0078","1"
"2336","M0079","1"
"2337","M0080","1"
"2338","M0081","2"
"2339","M0083","1"
"2340","M0085","1"
"2341","M0086","1"
"2342","M0087","2"
"2343","M0088","2"
"2344","M0089","1"
"2345","M0090","1"
"2346","M0091","1"
"2347","M0094","1"
"2348","M0095","1"
"2349","M0096","1"
"2350","M0097","2"
"2351","M0098","1"
"2352","M0100","2"
"2353","M0101","2"
"2354","M0102","1"
"2355","M0103","1"
"2356","M0104","1"
"2357","M0105","2"
"2358","M0107","1"
"2359","M0108","2"
"2360","M0109","1"
"2361","M0110","2"
"2362","M0111","2"
"2363","M0112","1"
"2364","M0114","1"
"2365","M0116","2"
"2366","M0117","1"
"2367","M0118","2"
"2368","M0120","1"
"2369","M0121","1"
"2370","M0122","2"
"2371","M0123","1"
"2372","M0124","1"
"2373","M0125","1"
"2374","M0126","1"
"2375","M0127","1"
"2376","M0128","2"
"2377","M0129","1"
"2378","M0132","2"
"2379","M0133","2"
"2380","M0134","1"
"2381","M0135","1"
"2382","M0136","1"
"2383","M0137","2"
"2384","M0138","1"
"2385","M0139","2"
"2386","M0140","1"
"2387","M0141","1"
"2388","M0142","2"
"2389","M0143","2"
"2390","M0144","1"
"2391","M0145","2"
"2392","M0147","1"
"2393","M0148","2"
"2394","M0149","2"
"2395","M0150","1"
"2396","M0151","1"
"2397","M0155","2"
"2398","M0156","2"
"2399","M0157","2"
"2400","M0158","2"
"2401","M0159","1"
"2402","M0160","1"
"2403","M0162","1"
"2404","M0163","2"
"2405","M0164","1"
"2406","M0165","1"
"2407","M0166","1"
"2408","M0167","2"
"2409","M0168","1"
"2410","M0169","2"
"2411","M0171","1"
"2412","M0173","1"
"2413","M0174","1"
"2414","M0175","1"
"2415","M0176","2"
"2416","M0177","1"
"2417","M0178","1"
"2418","M0179","1"
"2419","M0180","2"
"2420","M0181","2"
"2421","M0182","1"
"2422","M0183","1"
"2423","M0185","1"
"2424","M0186","2"
"2425","M0187","1"
"2426","M0189","2"
"2427","M0190","2"
"2428","M0191","2"
"2429","M0192","1"
"2430","M0193","1"
"2431","M0194","1"
"2432","M0195","2"
"2433","M0196","2"
"2434","M0197","2"
"2435","M0199","1"
"2436","M0201","1"
"2437","M0204","1"
"2438","M0205","1"
"2439","M0206","2"
"2440","M0207","2"
"2441","M0208","1"
"2442","M0209","2"
"2443","M0210","1"
"2444","M0211","2"
"2445","M0213","1"
"2446","M0214","1"
"2447","M0215","2"
"2448","M0217","2"
"2449","M0218","2"
"2450","M0219","1"
"2451","M0220","1"
"2452","M0221","2"
"2453","M0222","2"
"2454","M0223","1"
"2455","M0224","2"
"2456","M0225","2"
"2457","M0226","1"
"2458","M0227","1"
"2459","M0228","2"
"2460","M0229","1"
"2461","M0231","1"
"2462","M0232","1"
"2463","M0233","2"
"2464","M0234","2"
"2465","M0235","1"
"2466","M0236","1"
"2467","M0237","1"
"2468","M0238","1"
"2469","M0239","2"
"2470","M0244","2"
"2471","M0246","2"
"2472","M0247","1"
"2473","M0248","2"
"2474","M0249","1"
"2475","M0250","1"
"2476","M0251","1"
"2477","M0253","1"
"2478","M0254","2"
"2479","M0255","1"
"2480","M0256","2"
"2481","M0257","1"
"2482","M0258","2"
"2483","M0259","1"
"2484","M0262","1"
"2485","M0263","1"
"2486","M0265","2"
"2487","M0266","1"
"2488","M0267","2"
"2489","M0268","1"
"2490","M0269","2"
"2491","M0270","2"
"2492","M0271","2"
"2493","M0272","1"
"2494","M0273","2"
"2495","M0274","2"
"2496","M0275","2"
"2497","M0276","1"
"2498","M0277","1"
"2499","M0278","2"
"2500","M0279","1"
"2501","M0280","2"
"2502","M0281","2"
"2503","M0283","2"
"2504","M0284","2"
"2505","M0285","1"
"2506","M0286","2"
"2507","M0287","2"
"2508","M0288","2"
"2509","M0289","2"
"2510","M0290","1"
"2511","M0291","2"
"2512","M0292","1"
"2513","M0293","1"
"2514","M0294","2"
"2515","M0295","1"
"2516","M0296","2"
"2517","M0297","2"
"2518","M0298","1"
"2519","M0299","1"
"2522","M0302","1"
"2523","M0303","2"
"2524","M0304","2"
"2525","M0306","2"
"2526","M0307","2"
"2527","M0308","2"
"2528","M0309","1"
"2529","M0310","2"
"2530","M0311","2"
"2531","M0312","1"
"2532","M0315","2"
"2533","M0317","2"
"2534","M0318","2"
"2535","M0319","2"
"2536","M0320","1"
"2537","M0321","2"
"2538","M0322","2"
"2539","M0324","1"
"2540","M0325","1"
"2541","M0326","1"
"2542","M0328","1"
"2543","M0329","2"
"2544","M0330","1"
"2545","M0331","1"
"2546","M0332","1"
"2547","M0333","1"
"2548","M0334","1"
"2549","M0335","1"
"2550","M0337","1"
"2551","M0338","1"
"2552","M0339","1"
"2553","M0340","2"
"2554","M0341","1"
"2555","M0342","1"
"2556","M0343","2"
"2557","M0344","1"
"2558","M0345","1"
"2559","M0346","2"
"2560","M0347","1"
"2561","M0348","1"
"2562","M0349","2"
"2563","M0350","1"
"2564","M0351","1"
"2565","M0352","2"
"2566","M0353","2"
"2567","M0354","1"
"2568","M0355","2"
"2569","M0356","1"
"2570","M0357","2"
"2571","M0358","1"
"2572","M0359","1"
"2573","M0360","1"
"2574","M0361","1"
"2575","M0362","2"
"2576","M0363","2"
"2577","M0364","1"
"2578","M0365","1"
"2579","M0366","2"
"2580","M0367","1"
"2581","M0368","1"
"2584","M0370","1"
"2585","M0372","1"
"2586","M0374","1"
"2587","M0375","1"
"2588","M0376","1"
"2589","M0377","1"
"2590","M0378","1"
"2591","M0379","1"
"2592","M0380","2"
"2593","M0381","1"
"2594","M0382","2"
"2595","M0383","2"
"2596","M0384","1"
"2597","M0385","1"
"2598","M0386","2"
"2599","M0387","2"
"2600","M0388","1"
"2601","M0389","1"
"2602","M0390","2"
"2603","M0391","1"
"2604","M0392","1"
"2605","M0393","1"
"2606","M0394","2"
"2607","M0395","2"
"2608","M0396","1"
"2609","M0397","2"
"2610","M0398","1"
"2611","M0399","2"
"2612","M0400","2"
"2613","M0402","2"
"2614","M0403","2"
"2615","M0404","2"
"2616","M0405","1"
"2617","M0406","1"
"2618","M0407","1"
"2619","M0408","1"
"2620","M0409","1"
"2623","M0412","2"
"2624","M0413","2"
"2625","M0414","1"
"2626","M0415","2"
"2627","M0416","1"
"2628","M0417","2"
"2629","M0418","1"
"2630","M0419","1"
"2631","M0420","1"
"2632","M0421","2"
"2633","M0422","2"
"2634","M0423","1"
"2635","M0424","2"
"2636","M0425","1"
"2637","M0426","2"
"2638","M0427","1"
"2641","M0429","2"
"2642","M0430","2"
"2643","M0431","2"
"2644","M0432","1"
"2645","M0433","1"
"2646","M0434","1"
"2647","M0435","1"
"2648","M0436","1"
"2649","M0437","1"
"2650","M0438","1"
